Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I8	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47580959e+02	+1.87374957e+02
I8	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47692654e+02	+1.87823811e+02
I8	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47420311e+02	+1.88248844e+02
I8	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48929574e+02	+1.88712618e+02
I8	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48487620e+02	+1.89151539e+02
I8	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49503907e+02	+1.89613869e+02
I8	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49221912e+02	+1.90033031e+02
I8	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48877174e+02	+1.90488343e+02
I8	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48550362e+02	+1.90935965e+02
I8	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49446681e+02	+1.91715605e+02
I8	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49115732e+02	+1.92420381e+02
I8	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50672569e+02	+1.93076479e+02
I8	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51749531e+02	+1.93738861e+02
I8	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50814601e+02	+1.94376107e+02
I8	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51151066e+02	+1.95030087e+02
I8	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50973181e+02	+1.95630553e+02
I8	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50947670e+02	+1.96220503e+02
I8	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51276550e+02	+1.96833395e+02
I8	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.52263880e+02	+1.97415958e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I9	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74007179e+02
I9	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73625557e+02
I9	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73134069e+02
I9	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72568076e+02
I9	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71922339e+02
I9	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71267019e+02
I9	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70626445e+02
I9	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69854622e+02
I9	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69085697e+02
I9	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68152876e+02
I9	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67156837e+02
I9	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65841706e+02
I9	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64362328e+02
I9	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62964019e+02
I9	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61457398e+02
I9	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59837831e+02
I9	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59580251e+02
I9	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59058596e+02
I9	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58315788e+02
I9	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56622399e+02
I9	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55019216e+02
I9	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53564052e+02
I9	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52285416e+02
I9	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51394596e+02
I9	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50849934e+02
I9	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50858182e+02
I9	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51548015e+02
I9	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.38599155e+02	+1.47063727e+02
I9	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.39543737e+02	+1.48159553e+02
I9	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.39605100e+02	+1.49050730e+02
I9	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.40816510e+02	+1.49833971e+02
I9	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.40934410e+02	+1.50530688e+02
I9	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41357059e+02	+1.51192393e+02
I9	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41126084e+02	+1.51786341e+02
I9	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.40569677e+02	+1.52373173e+02
I9	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41475649e+02	+1.52910750e+02
I9	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41116432e+02	+1.53425587e+02
I9	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41867961e+02	+1.53960650e+02
I9	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41987930e+02	+1.54462111e+02
I9	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42329910e+02	+1.54966493e+02
I9	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42762211e+02	+1.55442765e+02
I9	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42360936e+02	+1.55923807e+02
I9	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42256136e+02	+1.56403462e+02
I9	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.41990687e+02	+1.56878267e+02
I9	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42851154e+02	+1.57347604e+02
I9	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42995943e+02	+1.57797923e+02
I9	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42953196e+02	+1.58269472e+02
I9	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43208991e+02	+1.58721723e+02
I9	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43023523e+02	+1.59170786e+02
I9	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42947680e+02	+1.59626846e+02
I9	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43650256e+02	+1.60084957e+02
I9	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43653014e+02	+1.60528317e+02
I9	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43294487e+02	+1.60974778e+02
I9	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42318878e+02	+1.61435734e+02
I9	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43979826e+02	+1.61883810e+02
I9	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.42408510e+02	+1.62354664e+02
I9	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43332408e+02	+1.62816643e+02
I9	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43459961e+02	+1.63275648e+02
I9	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44401785e+02	+1.63714613e+02
I9	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43796425e+02	+1.64159511e+02
I9	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44161847e+02	+1.64581326e+02
I9	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44235621e+02	+1.65024185e+02
I9	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43715067e+02	+1.65466839e+02
I9	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43330339e+02	+1.65897813e+02
I9	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44276300e+02	+1.66351352e+02
I9	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43712998e+02	+1.66775825e+02
I9	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43626814e+02	+1.67220103e+02
I9	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43868820e+02	+1.67661632e+02
I9	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43627503e+02	+1.68114362e+02
I9	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44978187e+02	+1.68567202e+02
I9	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44309395e+02	+1.69009853e+02
I9	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43568898e+02	+1.69450174e+02
I9	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44166674e+02	+1.69892595e+02
I9	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44727218e+02	+1.70351147e+02
I9	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45312583e+02	+1.70774329e+02
I9	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.43445482e+02	+1.71218646e+02
I9	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46170980e+02	+1.71664203e+02
I9	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45047824e+02	+1.72095832e+02
I9	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44855460e+02	+1.72537521e+02
I9	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44858908e+02	+1.72946438e+02
I9	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45208472e+02	+1.73381525e+02
I9	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44492106e+02	+1.73806855e+02
I9	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45026450e+02	+1.74260714e+02
I9	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44421090e+02	+1.74687784e+02
I9	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44991287e+02	+1.75124768e+02
I9	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45627673e+02	+1.75561369e+02
I9	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45183651e+02	+1.75986940e+02
I9	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44978187e+02	+1.76420486e+02
I9	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.44356280e+02	+1.76842535e+02
I9	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45499431e+02	+1.77277826e+02
I9	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45678695e+02	+1.77704478e+02
I9	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45739369e+02	+1.78122377e+02
I9	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45492536e+02	+1.78544745e+02
I9	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45595268e+02	+1.78984420e+02
I9	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45170551e+02	+1.79408133e+02
I9	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45733853e+02	+1.79827815e+02
I9	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46111685e+02	+1.80274434e+02
I9	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45359467e+02	+1.80696626e+02
I9	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45316030e+02	+1.81111552e+02
I9	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.45762121e+02	+1.81533807e+02
I9	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46086864e+02	+1.81962347e+02
I9	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46779788e+02	+1.82412230e+02
I9	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46214417e+02	+1.82835420e+02
I9	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46593629e+02	+1.83303373e+02
I9	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46270954e+02	+1.83733074e+02
I9	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46404713e+02	+1.84196170e+02
I9	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47250010e+02	+1.84612091e+02
I9	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46638445e+02	+1.85073909e+02
I9	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.46988699e+02	+1.85530368e+02
I9	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.47758844e+02	+1.86378362e+02
I9	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48530367e+02	+1.87122567e+02
I9	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48409709e+02	+1.87797617e+02
I9	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.48440735e+02	+1.88465457e+02
I9	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49017827e+02	+1.89101907e+02
I9	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49146759e+02	+1.89758347e+02
I9	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49676276e+02	+1.90364976e+02
I9	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.49408760e+02	+1.90963266e+02
I9	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.50495374e+02	+1.91576266e+02
I9	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+6.36000000e+02	+1.51071776e+02	+1.92161292e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P1	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56841884e+02
P1	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56837129e+02
P1	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56815754e+02
P1	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56766687e+02
P1	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56420856e+02
P1	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55292207e+02
P1	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53881061e+02
P1	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52332079e+02
P1	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50855739e+02
P1	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49280515e+02
P1	19	25.02.2010	420.0000	+3.19524639e+02	+1.70812944e-04	+0.00000000e+00	+1.39394810e+02	+1.38600670e+02
P1	20	26.03.2010	449.0000	+3.17436965e+02	+1.74691958e-04	+0.00000000e+00	+1.36767217e+02	+1.35189839e+02
P1	21	26.04.2010	480.0000	+3.19265458e+02	+1.82273949e-04	+0.00000000e+00	+1.34289241e+02	+1.31769774e+02
P1	22	25.05.2010	509.0000	+3.21051016e+02	+1.93704363e-04	+0.00000000e+00	+1.29187808e+02	+1.27412533e+02
P1	23	24.06.2010	539.0000	+3.23130726e+02	+2.03822008e-04	+0.00000000e+00	+1.27291059e+02	+1.23185494e+02
P1	24	25.07.2010	570.0000	+3.21647249e+02	+2.10776863e-04	+0.00000000e+00	+1.23863674e+02	+1.19225277e+02
P1	25	30.07.2010	575.0000	+3.29805532e+02	+2.17899009e-04	+0.00000000e+00	+1.19482054e+02	+1.18467802e+02
P1	26	09.08.2010	585.0000	+3.21739464e+02	+2.15556818e-04	+0.00000000e+00	+1.19639944e+02	+1.17136573e+02
P1	27	23.08.2010	599.0000	+3.12259887e+02	+2.13148209e-04	+0.00000000e+00	+1.17870749e+02	+1.15327965e+02
P1	28	23.09.2010	630.0000	+3.21500951e+02	+2.28642834e-04	+0.00000000e+00	+1.16187738e+02	+1.11018695e+02
P1	29	23.10.2010	660.0000	+3.16678476e+02	+2.34111482e-04	+0.00000000e+00	+1.13080959e+02	+1.07268034e+02
P1	30	21.11.2010	689.0000	+3.12115171e+02	+2.38545014e-04	+0.00000000e+00	+1.10388555e+02	+1.03983164e+02
P1	31	22.12.2010	720.0000	+3.16457450e+02	+2.49651852e-04	+0.00000000e+00	+1.07754067e+02	+1.00678304e+02
P1	32	20.01.2011	749.0000	+3.26407655e+02	+2.64829415e-04	+0.00000000e+00	+1.05777339e+02	+9.76723605e+01
P1	33	20.02.2011	780.0000	+3.16478107e+02	+2.62543916e-04	+0.00000000e+00	+1.03435879e+02	+9.51148829e+01
P1	34	22.03.2011	810.0000	+3.10494938e+02	+2.62291485e-04	+0.00000000e+00	+1.00791049e+02	+9.29669835e+01
P1	35	20.04.2011	839.0000	+3.19718515e+02	+2.74897118e-04	+0.00000000e+00	+9.96706506e+01	+9.08973106e+01
P1	36	21.05.2011	870.0000	+3.23820707e+02	+2.82800685e-04	+0.00000000e+00	+9.84647570e+01	+8.89737380e+01
P1	37	20.06.2011	900.0000	+3.16904210e+02	+2.79687243e-04	+0.00000000e+00	+9.65383611e+01	+8.75473011e+01
P1	38	20.07.2011	930.0000	+3.14698879e+02	+2.80512765e-04	+0.00000000e+00	+9.56510055e+01	+8.62709806e+01
P1	39	20.08.2011	961.0000	+3.07068474e+02	+2.75657916e-04	+0.00000000e+00	+9.40017789e+01	+8.52614140e+01
P1	40	19.09.2011	991.0000	+3.24943235e+02	+2.95121748e-04	+0.00000000e+00	+9.43609959e+01	+8.39746363e+01
P1	41	20.10.2011	1022.0000	+3.19084089e+02	+2.91039580e-04	+0.00000000e+00	+9.37514991e+01	+8.31995972e+01
P1	42	19.11.2011	1052.0000	+3.22076465e+02	+2.95196347e-04	+0.00000000e+00	+9.36025723e+01	+8.25115626e+01
P1	43	20.12.2011	1083.0000	+3.20799695e+02	+2.95204267e-04	+0.00000000e+00	+9.22229308e+01	+8.19419506e+01
P1	44	19.01.2012	1113.0000	+3.21424563e+02	+2.96778028e-04	+0.00000000e+00	+9.19712721e+01	+8.14692655e+01
P1	45	18.02.2012	1143.0000	+3.21035013e+02	+2.96868652e-04	+0.00000000e+00	+9.12100906e+01	+8.11596586e+01
P1	46	20.03.2012	1174.0000	+3.10504453e+02	+2.86606910e-04	+0.00000000e+00	+9.21891465e+01	+8.11528194e+01
P1	47	19.04.2012	1204.0000	+3.12223242e+02	+2.88435423e-04	+0.00000000e+00	+9.13962491e+01	+8.10539178e+01
P1	48	20.05.2012	1235.0000	+3.20655003e+02	+2.97079903e-04	+0.00000000e+00	+9.12293959e+01	+8.08085639e+01
P1	49	19.06.2012	1265.0000	+3.21238532e+02	+2.97555610e-04	+0.00000000e+00	+9.18995666e+01	+8.07486621e+01
P1	50	20.07.2012	1296.0000	+3.20367213e+02	+2.96597288e-04	+0.00000000e+00	+9.07315942e+01	+8.07583862e+01
P1	51	19.08.2012	1326.0000	+3.16358828e+02	+2.92195382e-04	+0.00000000e+00	+9.11349377e+01	+8.09229410e+01
P1	52	18.09.2012	1356.0000	+3.27603297e+02	+3.03059752e-04	+0.00000000e+00	+9.06612677e+01	+8.08604293e+01
P1	53	19.10.2012	1387.0000	+3.23017742e+02	+2.98109715e-04	+0.00000000e+00	+9.03213560e+01	+8.10391991e+01
P1	54	18.11.2012	1417.0000	+3.11232674e+02	+2.85828212e-04	+0.00000000e+00	+9.02992928e+01	+8.14396603e+01
P1	55	19.12.2012	1448.0000	+3.35419731e+02	+3.09371237e-04	+0.00000000e+00	+9.06571308e+01	+8.12635208e+01
P1	56	18.01.2013	1478.0000	+3.25259641e+02	+2.98659102e-04	+0.00000000e+00	+9.01372659e+01	+8.15829442e+01
P1	57	18.02.2013	1509.0000	+3.15549521e+02	+2.88599295e-04	+0.00000000e+00	+8.99028441e+01	+8.19709891e+01
P1	58	20.03.2013	1539.0000	+3.13876844e+02	+2.86424215e-04	+0.00000000e+00	+8.98304491e+01	+8.22677414e+01
