Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P3	87	20.08.2015	2422.0000	+3.24418417e+02	+7.03729946e-02	+0.00000000e+00	+1.00807597e+02	+1.18608221e+02
P3	88	19.09.2015	2452.0000	+3.11338735e+02	+6.75349528e-02	+0.00000000e+00	+1.01037192e+02	+1.19240604e+02
P3	89	20.10.2015	2483.0000	+3.14455952e+02	+6.83081924e-02	+0.00000000e+00	+1.00857928e+02	+1.19701517e+02
P3	90	19.11.2015	2513.0000	+3.19394859e+02	+6.95306480e-02	+0.00000000e+00	+1.01360556e+02	+1.20050290e+02
P3	91	20.12.2015	2544.0000	+3.11932900e+02	+6.80300314e-02	+0.00000000e+00	+1.01559815e+02	+1.20574441e+02
P3	92	19.01.2016	2574.0000	+3.21405263e+02	+7.04767087e-02	+0.00000000e+00	+1.00516638e+02	+1.20919446e+02
P3	93	18.02.2016	2604.0000	+3.18454276e+02	+7.04243284e-02	+0.00000000e+00	+1.00871028e+02	+1.21373333e+02
P3	94	20.03.2016	2635.0000	+3.21104775e+02	+7.20448039e-02	+0.00000000e+00	+1.00643501e+02	+1.21796464e+02
P3	95	19.04.2016	2665.0000	+3.27245620e+02	+7.49597104e-02	+0.00000000e+00	+1.01139234e+02	+1.22159141e+02
P3	96	20.05.2016	2696.0000	+3.23132665e+02	+7.61753929e-02	+0.00000000e+00	+1.01141992e+02	+1.22606326e+02
P3	97	19.06.2016	2726.0000	+3.19415054e+02	+7.95459569e-02	+0.00000000e+00	+1.00759333e+02	+1.23107633e+02
P3	98	20.07.2016	2757.0000	+3.16915191e+02	+8.62893516e-02	+0.00000000e+00	+1.00597996e+02	+1.23599760e+02
P3	99	19.08.2016	2787.0000	+3.17366789e+02	+9.73808332e-02	+0.00000000e+00	+1.01965916e+02	+1.23957786e+02
P3	100	18.09.2016	2817.0000	+3.15149817e+02	+1.12202692e-01	+0.00000000e+00	+1.00958592e+02	+1.24496822e+02
P3	101	19.10.2016	2848.0000	+3.22139588e+02	+1.37512360e-01	+0.00000000e+00	+1.01752179e+02	+1.24878509e+02
P3	102	18.11.2016	2878.0000	+3.14477362e+02	+2.53597772e-01	+0.00000000e+00	+1.02132769e+02	+1.25523545e+02
P3	103	19.12.2016	2909.0000	+3.18510321e+02	+4.56398881e-01	+0.00000000e+00	+1.01872147e+02	+1.25885768e+02
P3	104	18.01.2017	2939.0000	+3.06838702e+02	+6.84788205e-01	+0.00000000e+00	+1.02541629e+02	+1.26478699e+02
P3	105	18.02.2017	2970.0000	+3.19296043e+02	+1.07623728e+00	+0.00000000e+00	+1.02292038e+02	+1.26765969e+02
P3	106	20.03.2017	3000.0000	+3.13641798e+02	+2.11630209e+00	+0.00000000e+00	+1.02444412e+02	+1.27264492e+02
P3	107	20.04.2017	3031.0000	+3.09680009e+02	+3.87276137e+00	+0.00000000e+00	+1.02063132e+02	+1.27719655e+02
P3	108	20.05.2017	3061.0000	+3.12846766e+02	+6.03886441e+00	+0.00000000e+00	+1.03149057e+02	+1.28073820e+02
P3	109	19.06.2017	3091.0000	+3.06146145e+02	+8.40991533e+00	+0.00000000e+00	+1.02777429e+02	+1.28553462e+02
P3	110	20.07.2017	3122.0000	+3.03687965e+02	+1.16408349e+01	+0.00000000e+00	+1.02247222e+02	+1.29034137e+02
P3	111	19.08.2017	3152.0000	+3.04318950e+02	+1.69946103e+01	+0.00000000e+00	+1.03593080e+02	+1.29496905e+02
P3	112	19.09.2017	3183.0000	+2.92555891e+02	+2.36474095e+01	+0.00000000e+00	+1.02956004e+02	+1.30059062e+02
P3	113	19.10.2017	3213.0000	+2.84432967e+02	+3.02137232e+01	+0.00000000e+00	+1.03804749e+02	+1.30587782e+02
P3	114	19.11.2017	3244.0000	+2.74893633e+02	+3.71486370e+01	+0.00000000e+00	+1.04124666e+02	+1.31155451e+02
P3	115	19.12.2017	3274.0000	+2.73465440e+02	+4.47015104e+01	+0.00000000e+00	+1.03926096e+02	+1.31550540e+02
P3	116	19.01.2018	3305.0000	+2.67018798e+02	+5.17730223e+01	+0.00000000e+00	+1.04781047e+02	+1.32007627e+02
P3	117	18.02.2018	3335.0000	+2.65763379e+02	+5.95999111e+01	+0.00000000e+00	+1.04863094e+02	+1.32389316e+02
P3	118	20.03.2018	3365.0000	+2.51601031e+02	+6.49854586e+01	+0.00000000e+00	+1.04596267e+02	+1.33024776e+02
P3	119	20.04.2018	3396.0000	+2.46698400e+02	+7.29854101e+01	+0.00000000e+00	+1.04676246e+02	+1.33589401e+02
P3	120	20.05.2018	3426.0000	+2.41105976e+02	+8.16115539e+01	+0.00000000e+00	+1.05145780e+02	+1.34037559e+02
P3	121	20.06.2018	3457.0000	+2.27235357e+02	+8.75496635e+01	+0.00000000e+00	+1.04774152e+02	+1.34741334e+02
P3	122	20.07.2018	3487.0000	+2.22185662e+02	+9.58890679e+01	+0.00000000e+00	+1.05322975e+02	+1.35381983e+02
P3	123	20.08.2018	3518.0000	+2.15577380e+02	+1.02842380e+02	+0.00000000e+00	+1.05772513e+02	+1.36018997e+02
P3	124	19.09.2018	3548.0000	+2.11237536e+02	+1.09813674e+02	+0.00000000e+00	+1.06473021e+02	+1.36585457e+02
P3	125	19.10.2018	3578.0000	+2.06987551e+02	+1.16348489e+02	+0.00000000e+00	+1.06889464e+02	+1.37099278e+02
P3	126	19.11.2018	3609.0000	+1.97322874e+02	+1.20602396e+02	+0.00000000e+00	+1.06401315e+02	+1.37839746e+02
P3	127	19.12.2018	3639.0000	+1.86771415e+02	+1.24000445e+02	+0.00000000e+00	+1.06826722e+02	+1.38595325e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P4	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58868087e+02
P4	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58859526e+02
P4	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58824738e+02
P4	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58752179e+02
P4	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58270279e+02
P4	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56227009e+02
P4	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54627601e+02
P4	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53007708e+02
P4	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51483342e+02
P4	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49895272e+02
P4	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47057168e+02
P4	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.44435331e+02
P4	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.41189757e+02
P4	22	25.05.2010	509.0000	+3.24138034e+02	+1.04956394e-02	+0.00000000e+00	+1.30998372e+02	+1.29755161e+02
P4	23	24.06.2010	539.0000	+3.12852387e+02	+2.62230717e-02	+0.00000000e+00	+1.27625455e+02	+1.25782012e+02
P4	24	25.07.2010	570.0000	+3.18053477e+02	+6.10033061e-02	+0.00000000e+00	+1.24498681e+02	+1.22056188e+02
P4	25	30.07.2010	575.0000	+3.20924997e+02	+6.73825050e-02	+0.00000000e+00	+1.20592800e+02	+1.21322088e+02
P4	26	09.08.2010	585.0000	+3.24458073e+02	+8.00066827e-02	+0.00000000e+00	+1.19058026e+02	+1.19758232e+02
P4	27	23.08.2010	599.0000	+3.05732529e+02	+8.96607786e-02	+0.00000000e+00	+1.18100344e+02	+1.17910170e+02
P4	28	23.09.2010	630.0000	+3.14737535e+02	+1.25395123e-01	+0.00000000e+00	+1.17121288e+02	+1.13756655e+02
P4	29	23.10.2010	660.0000	+3.21071716e+02	+1.60753972e-01	+0.00000000e+00	+1.13498092e+02	+1.10090999e+02
P4	30	21.11.2010	689.0000	+3.12813589e+02	+1.85860505e-01	+0.00000000e+00	+1.12217045e+02	+1.07064320e+02
P4	31	22.12.2010	720.0000	+3.05396434e+02	+2.95375970e-01	+0.00000000e+00	+1.08762771e+02	+1.04186982e+02
P4	32	20.01.2011	749.0000	+3.13800616e+02	+4.15183543e-01	+0.00000000e+00	+1.06881880e+02	+1.01530505e+02
P4	33	20.02.2011	780.0000	+3.28945211e+02	+5.61619459e-01	+0.00000000e+00	+1.03963328e+02	+9.90367299e+01
P4	34	22.03.2011	810.0000	+3.15135000e+02	+6.42180128e-01	+0.00000000e+00	+1.02234122e+02	+9.71585385e+01
P4	35	20.04.2011	839.0000	+3.13675619e+02	+7.34160823e-01	+0.00000000e+00	+1.00382190e+02	+9.54975717e+01
P4	36	21.05.2011	870.0000	+3.10698425e+02	+8.20734988e-01	+0.00000000e+00	+9.92135280e+01	+9.39068193e+01
P4	37	20.06.2011	900.0000	+3.10865658e+02	+9.06311787e-01	+0.00000000e+00	+9.88274214e+01	+9.26058768e+01
P4	38	20.07.2011	930.0000	+3.18592101e+02	+1.01379884e+00	+0.00000000e+00	+9.74850116e+01	+9.14275110e+01
P4	39	20.08.2011	961.0000	+3.21949791e+02	+1.10799905e+00	+0.00000000e+00	+9.67072827e+01	+9.04465800e+01
P4	40	19.09.2011	991.0000	+3.19979122e+02	+1.17543758e+00	+0.00000000e+00	+9.55372419e+01	+8.95828785e+01
P4	41	20.10.2011	1022.0000	+3.19853526e+02	+1.24538417e+00	+0.00000000e+00	+9.59874698e+01	+8.89317577e+01
P4	42	19.11.2011	1052.0000	+3.10146160e+02	+1.26487951e+00	+0.00000000e+00	+9.48546607e+01	+8.85185760e+01
P4	43	20.12.2011	1083.0000	+3.21357326e+02	+1.37133447e+00	+0.00000000e+00	+9.47815762e+01	+8.79512991e+01
P4	44	19.01.2012	1113.0000	+3.24804476e+02	+1.44126420e+00	+0.00000000e+00	+9.46381652e+01	+8.75691160e+01
P4	45	18.02.2012	1143.0000	+3.19239442e+02	+1.46355802e+00	+0.00000000e+00	+9.24504579e+01	+8.74241907e+01
P4	46	20.03.2012	1174.0000	+3.16883257e+02	+1.49516313e+00	+0.00000000e+00	+9.43444485e+01	+8.73589170e+01
P4	47	19.04.2012	1204.0000	+3.17575768e+02	+1.53564221e+00	+0.00000000e+00	+9.38404415e+01	+8.73425788e+01
P4	48	20.05.2012	1235.0000	+3.25497125e+02	+1.61198498e+00	+0.00000000e+00	+9.38397520e+01	+8.72054076e+01
P4	49	19.06.2012	1265.0000	+3.16052919e+02	+1.59410148e+00	+0.00000000e+00	+9.33433293e+01	+8.72987140e+01
P4	50	20.07.2012	1296.0000	+3.19539114e+02	+1.63929595e+00	+0.00000000e+00	+9.33295398e+01	+8.73227514e+01
P4	51	19.08.2012	1326.0000	+3.14517382e+02	+1.63503817e+00	+0.00000000e+00	+9.33964190e+01	+8.75278556e+01
P4	52	18.09.2012	1356.0000	+3.10042543e+02	+1.62925723e+00	+0.00000000e+00	+9.25462950e+01	+8.77154953e+01
P4	53	19.10.2012	1387.0000	+3.15621238e+02	+1.67598248e+00	+0.00000000e+00	+9.35143194e+01	+8.78170359e+01
P4	54	18.11.2012	1417.0000	+3.20247512e+02	+1.71635806e+00	+0.00000000e+00	+9.35867143e+01	+8.80319180e+01
P4	55	19.12.2012	1448.0000	+3.09129413e+02	+1.66788671e+00	+0.00000000e+00	+9.29806649e+01	+8.83357953e+01
P4	56	18.01.2013	1478.0000	+3.11275181e+02	+1.68928857e+00	+0.00000000e+00	+9.32343921e+01	+8.85231384e+01
P4	57	18.02.2013	1509.0000	+3.19736032e+02	+1.74606847e+00	+0.00000000e+00	+9.30571968e+01	+8.86808658e+01
P4	58	20.03.2013	1539.0000	+3.18326657e+02	+1.74670318e+00	+0.00000000e+00	+9.35867143e+01	+8.89516332e+01
P4	59	20.04.2013	1570.0000	+3.15905886e+02	+1.73954437e+00	+0.00000000e+00	+9.23704787e+01	+8.93220457e+01
P4	60	20.05.2013	1600.0000	+3.13844554e+02	+1.73228584e+00	+0.00000000e+00	+9.25593951e+01	+8.96935216e+01
P4	61	19.06.2013	1630.0000	+3.05364726e+02	+1.68653353e+00	+0.00000000e+00	+9.25607741e+01	+9.01264892e+01
P4	62	20.07.2013	1661.0000	+3.22507719e+02	+1.78550115e+00	+0.00000000e+00	+9.26104163e+01	+9.03452819e+01
P4	63	19.08.2013	1691.0000	+3.14242974e+02	+1.74090599e+00	+0.00000000e+00	+9.21360568e+01	+9.07277468e+01
P4	64	19.09.2013	1722.0000	+3.01009365e+02	+1.66462471e+00	+0.00000000e+00	+9.31764761e+01	+9.13047713e+01
P4	65	19.10.2013	1752.0000	+3.13724894e+02	+1.73428606e+00	+0.00000000e+00	+9.29482596e+01	+9.15516818e+01
P4	66	19.11.2013	1783.0000	+3.13504789e+02	+1.73179110e+00	+0.00000000e+00	+9.27565852e+01	+9.19117910e+01
P4	67	19.12.2013	1813.0000	+3.16926348e+02	+1.74940162e+00	+0.00000000e+00	+9.26848797e+01	+9.22357009e+01
P4	68	19.01.2014	1844.0000	+3.18237627e+02	+1.75464295e+00	+0.00000000e+00	+9.22870521e+01	+9.26320204e+01
P4	69	18.02.2014	1874.0000	+3.21607579e+02	+1.77139140e+00	+0.00000000e+00	+9.27531379e+01	+9.29448822e+01
P4	70	20.03.2014	1904.0000	+3.11774704e+02	+1.71287638e+00	+0.00000000e+00	+9.32826554e+01	+9.33586799e+01
P4	71	20.04.2014	1935.0000	+3.10434514e+02	+1.69997559e+00	+0.00000000e+00	+9.27765800e+01	+9.38284797e+01
P4	72	20.05.2014	1965.0000	+3.19657368e+02	+1.74682246e+00	+0.00000000e+00	+9.25442266e+01	+9.40701428e+01
P4	73	20.06.2014	1996.0000	+3.09475414e+02	+1.68440603e+00	+0.00000000e+00	+9.33385030e+01	+9.46497382e+01
P4	74	20.07.2014	2026.0000	+3.23316608e+02	+1.75571207e+00	+0.00000000e+00	+9.24070209e+01	+9.48682905e+01
P4	75	20.08.2014	2057.0000	+3.16103520e+02	+1.71044957e+00	+0.00000000e+00	+9.38445784e+01	+9.53211143e+01
P4	76	19.09.2014	2087.0000	+3.21136237e+02	+1.73234280e+00	+0.00000000e+00	+9.26200690e+01	+9.56427908e+01
P4	77	19.10.2014	2117.0000	+3.15862323e+02	+1.69724723e+00	+0.00000000e+00	+9.30675389e+01	+9.60572138e+01
P4	78	19.11.2014	2148.0000	+3.12937853e+02	+1.67385668e+00	+0.00000000e+00	+9.27110798e+01	+9.64677278e+01
P4	79	19.12.2014	2178.0000	+3.18788254e+02	+1.69850630e+00	+0.00000000e+00	+9.32702448e+01	+9.68124974e+01
P4	80	19.01.2015	2209.0000	+3.20697788e+02	+1.70174198e+00	+0.00000000e+00	+9.50097928e+01	+9.72293046e+01
P4	81	18.02.2015	2239.0000	+3.11993348e+02	+1.64687246e+00	+0.00000000e+00	+9.44933753e+01	+9.77837972e+01
P4	82	21.03.2015	2270.0000	+3.20641183e+02	+1.68520744e+00	+0.00000000e+00	+9.39817841e+01	+9.81063021e+01
P4	83	20.04.2015	2300.0000	+3.22699817e+02	+1.68880310e+00	+0.00000000e+00	+9.42941167e+01	+9.85693032e+01
P4	84	21.05.2015	2331.0000	+3.18288845e+02	+1.65731544e+00	+0.00000000e+00	+9.42872220e+01	+9.90623314e+01
P4	85	20.06.2015	2361.0000	+3.24527799e+02	+1.68296136e+00	+0.00000000e+00	+9.38728469e+01	+9.93555272e+01
P4	86	20.07.2015	2391.0000	+3.24473094e+02	+1.67565595e+00	+0.00000000e+00	+9.46526442e+01	+9.97193798e+01
P4	87	20.08.2015	2422.0000	+3.15032810e+02	+1.61728009e+00	+0.00000000e+00	+9.45650808e+01	+1.00340344e+02
P4	88	19.09.2015	2452.0000	+3.19778783e+02	+1.63335672e+00	+0.00000000e+00	+9.41258846e+01	+1.00722979e+02
